id,qid1,qid2,sentence1,sentence2,is_duplicate
423,844,845,A woman slices a lemon.,A man is talking into a microphone.,0
424,846,847,An overweight man is skipping rope.,A young man is dancing.,0
425,848,849,The lady cracked two raw eggs.,The woman is cracking eggs into a bowl.,1
426,850,851,A man sharpens a pencil using a knife.,A woman is dancing in the rain.,0
427,852,853,Plastic toys are floating in water.,The ladies are performing a dance.,0
428,854,855,The turtle followed the fish.,A sea turtle is hunting for fish.,1
429,856,857,The woman is pencilling on eye shadow.,The girl is using an eye pencil on her eyelid.,1
430,858,859,A man is tying his shoe.,A dog is riding on a bicyclists shoulders.,0
431,860,861,A woman is slicing meat with a knife.,A man is spreading out dough.,0
432,862,863,A dog is running on the ground.,A girl is tapping her finger nails.,0
433,864,865,A man is petting a tied up dog.,A man is showing his dog to the camera.,0
434,866,867,A woman is walking on an open ground with a pet dog as some other dogs follow them.,A man is walking with several dogs.,0
435,868,869,A woman is mincing some garlic.,A person is cleaning a disk.,0
436,870,871,Two teams are playing soccer.,Different sets of teams are playing football on a field.,0
437,872,873,A rat like creature is smelling around.,An animal is walking on the ground.,0
438,874,875,Two Sumo ringers are fighting each other.,A man rides a water toy in the water.,0
439,876,877,A man lays on the ground and aims a rifle.,A man is spreading butter on a tortilla.,0
440,878,879,A couple are running towards the ocean.,A man and and woman are running together,1
441,880,881,A woman is chopping a hard egg.,A person is cutting  boiled egg into pieces.,1
442,882,883,Two robots share a kiss.,A male and female robot are kissing.,1
443,884,885,A cat is trying to touch a dog.,The cat teased the dog by touching his head.,1
444,886,887,The rhino grazed on the grass.,A rhino is grazing in a field.,1
445,888,889,The man drove his little red car around the traffic.,The dog ran in the water at the beach.,0
446,890,891,A man is cutting bread.,A man is doing tricks with a soccer ball.,0
447,892,893,A cat rapidly swats a kid in the head.,A cat and a boy play together.,1
448,894,895,A cat is playing in a box.,The dog is playing with the floor cleaner.,0
449,896,897,The couple danced in the church.,A couple slow dances.,1
450,898,899,A man is patting an alligator on the mouth.,A person is dumping chopped vegetables into a pot on the stove.,0
451,900,901,A person checks some rice pudding.,A horse is running.,0
452,902,903,A woman is stirring two eggs in a glass bowl.,A young girl is singing on a stage.,0
453,904,905,The man is playing the drums.,A man pours cleaner in his sink.,0
454,906,907,A man is slicing a pepper.,A person cuts a big green pepper apart.,1
455,908,909,A woman is speaking in sign language.,A woman spices some seafood.,0
456,910,911,A boy is crawling into a dog house.,A cat is playing on the floor.,0
457,912,913,The girl flew her kite while she ran up a hill.,A girl loses her kite.,0
458,914,915,A woman is placing food in a pot of hot water.,A woman is frying meat.,0
459,916,917,A small monkey walks through water.,A monkey is wading across a marsh.,1
460,918,919,A man is riding a bike.,A panda bear is eating.,0
461,920,921,A young man is singing and playing the piano.,The man is writing a letter.,0
462,922,923,A boy takes off his sunglasses.,A boy is screaming.,0
463,924,925,A girl is playing a piano.,A boy is doing push ups.,0
464,926,927,The lady sliced a tomatoe.,Someone is cutting a tomato.,1
465,928,929,Someone is holding a hedgehog.,A onion is being sliced.,0
466,930,931,A woman peels a potato.,A woman is grilling pineapples.,0
467,932,933,A cat is drinking some water.,A truck is going down a hill.,0
468,934,935,A person is putting salt and pepper on a piece of pork.,A youngster is sitting on a piano.,0
469,936,937,The man sat in his chair and stared.,The little girl is putting her hair into a pony tail.,0
470,938,939,A woman is dicing a potato.,A woman cuts tofu into tiny pieces.,0
471,940,941,A baby is crawling happily.,A baby sneezed and scared another baby.,0
472,942,943,A person is frying a meat in the pan.,A man is cutting a vegetable.,0
473,944,945,A man is looking out of a window.,A woman is swimming in the water.,0
474,946,947,A man seated is playing the guitar.,A man is playing an acoustic guitar and singing into a microphone.,1
475,948,949,A woman is slicing an onion with a knife.,A man is preparing some dish.,0
476,950,951,A rider is running and jumping her horse.,A woman jumps hurdles on a horse.,1
477,952,953,A boy is playing a key-board.,A boy is sitting in a room playing a piano by lamp light.,0
478,954,955,Two men are fighting.,The man is exercising.,0
479,956,957,A man is playing a wooden flute while several other men play bongo drums.,A man is playing a flute.,1
480,958,959,A person is petting a monkey.,A man is holding a slow loris.,0
481,960,961,Two cartoon rabbits are kissing.,A rabbit is kissing another rabbit.,1
482,962,963,The hedgehog chewed on the towel.,A hedgehog is biting at a blanket.,1
483,964,965,A cat is licking himself.,A man is slicing a white onion with a mandolin slicer.,0
484,966,967,A small guinea pig is gnawing and eating a piece of carrot on the floor.,A Guinea pig eats a carrot.,1
485,968,969,Four boys are standing in front of the burning car.,Four young men stand still as a car explodes behind them.,1
486,970,971,A man is smoking.,The man sat in his suit and smoked.,1
487,972,973,A woman is adding sauce to some food.,A person is cutting leaves.,0
488,974,975,Three children are eating their food.,The deer jumped over the fence.,0
489,976,977,A submarine is going through water.,A baby is falling asleep.,0
490,978,979,A man is running on a street.,A man plays the guitar.,0
491,980,981,A person is slicing an onion.,A cat is pooping into a toilet.,0
492,982,983,A badger is digging in the dirt.,A man is moving large rocks.,1
493,984,985,A woman is slicing big pepper.,A dog is moving its mouth.,0
494,986,987,A man is riding a bicycle.,A man is riding a bike.,1
495,988,989,A man and a woman are kissing each other.,A man and a woman are talking to each other.,0
496,990,991,A woman is slicing an onion.,A woman is cutting an onion.,1
497,992,993,A small boy is playing with a dog.,A baby is playing with a dog.,1
498,994,995,The man is drawing.,A man is drawing.,1
499,996,997,A man is cutting a potato.,A woman is cutting a tomato.,0
500,998,999,A boy is playing a guitar.,A kid is playing a guitar.,1
501,1000,1001,A woman is cutting an onion.,A woman is cutting through an onion.,1
502,1002,1003,A toy train is striking a toy car.,A toy train strikes a toy car.,1
503,1004,1005,A man is playing the guitar.,A man is playing the flute.,0
504,1006,1007,A cat opens a drawer and climbs inside.,A cat is opening a drawer and climbing inside.,1
505,1008,1009,A woman is frying a food.,A woman is deep frying food.,1
506,1010,1011,A man is dicing an onion.,A woman is cutting an onion.,0
507,1012,1013,A girl is playing a guitar.,A man is playing a guitar.,0
508,1014,1015,A girl is singing on stage.,A man is singing on stage.,0
509,1016,1017,A woman is riding a horse.,A woman is riding a donkey.,0
510,1018,1019,A girl is playing a guitar.,A man is playing a guitar.,0
511,1020,1021,A woman is brushing some shrimp.,A woman brushes some shrimp.,1
512,1022,1023,A man is dancing on the ceiling.,A man is dancing on the ceiling of a room.,1
513,1024,1025,A woman thinly slices an onion with a large knife.,A woman is slicing onions with a large knife.,1
514,1026,1027,A man is playing a keyboard.,A man plays a keyboard.,1
515,1028,1029,A man plays the guitar.,A man is playing the guitar.,1
516,1030,1031,A woman is peeling a potato.,A woman peels a potato.,1
517,1032,1033,A woman is handling a frog.,A man is holding a frog.,1
518,1034,1035,A man is playing a flute.,A man is playing a guitar.,0
519,1036,1037,A man is playing a guitar.,A man is playing a flute.,0
520,1038,1039,A man is playing a piano.,A man is playing a guitar.,0
521,1040,1041,A man is playing a guitar.,A man is playing a piano.,0
522,1042,1043,A man is playing a flute.,A man is playing a guitar.,0
523,1044,1045,A man is playing a flute.,A man is playing a guitar.,0
524,1046,1047,Two women are on a couch.,Two women are hugging on a couch.,1
525,1048,1049,Someone is slicing a cucumber.,A man is slicing a cucumber.,1
526,1050,1051,A kitten is playing with a blue rope toy.,A kitten is playing with a toy.,1
527,1052,1053,The dog is barking at the toy.,A dog is barking at a toy.,1
528,1054,1055,A person folds a tortilla.,A man folds a tortilla.,1
529,1056,1057,A cat is drinking milk.,A kitten is drinking milk.,1
530,1058,1059,A person is driving a car.,A man is driving a car.,1
531,1060,1061,A turtle is walking.,A tortoise is walking.,1
532,1062,1063,A cow is eating grass.,A cow is eating hay.,1
533,1064,1065,A woman is chopping broccoli.,A woman is chopping garlic.,0
534,1066,1067,A man is crying.,A man is screaming.,0
535,1068,1069,The man is playing the guitar.,A man is playing guitar.,1
536,1070,1071,A man is cutting an onion.,A man is cutting a plantain.,0
537,1072,1073,A man is slicing a potato.,A woman is peeling a potato.,0
538,1074,1075,A woman is tapping her fingers on a table.,A woman is tapping her fingers.,1
539,1076,1077,Someone is boiling okra in a pot.,Someone is cooking okra in a pan.,1
540,1078,1079,A man is smoking.,A man is mixing.,0
541,1080,1081,The man is playing the drums.,A man is playing drums.,1
542,1082,1083,A man dives into a pool.,A man is diving into a pool.,1
543,1084,1085,A woman is cutting a leak.,A woman is slicing a leek.,1
544,1086,1087,A little boy is playing a guitar.,A boy is playing guitar.,1
545,1088,1089,A woman is dancing.,The man is dancing.,0
546,1090,1091,Women are talking.,The men are talking.,0
547,1092,1093,A girl is putting gel in her hair.,A woman is putting gel on her hair.,1
548,1094,1095,A kid is playing guitar.,A man is playing a guitar.,1
549,1096,1097,A group of people are marching in place.,A group of people are dancing in concert.,0
550,1098,1099,The woman is shooting a machine gun.,The man is shooting a gun.,0
551,1100,1101,A man played the piano.,A man plays a piano.,1
552,1102,1103,A woman is slicing an onion.,Someone is slicing a onion.,1
553,1104,1105,A man is slicing a cucumber.,A man is cutting cucumbers.,1
554,1106,1107,A girl is eating a cupcake.,A woman is eating a cupcake.,1
555,1108,1109,A woman is cutting an onion.,A man is chopping an onion.,0
556,1110,1111,The man is playing a guitar.,A baby is playing a guitar.,1
557,1112,1113,A man is playing the guitar.,A man is playing the drums.,0
558,1114,1115,Two little girls talk on the telephone.,Two girls talk on the phone.,1
559,1116,1117,A man is chopping a log with an axe.,A man is chopping a tree trunk with an axe.,1
560,1118,1119,A person is cutting a capsicum into pieces.,A person is slicing a garlic into pieces.,0
561,1120,1121,A man is talking with a woman.,A woman is walking with a dog.,0
562,1122,1123,The man is walking.,A man is talking.,0
563,1124,1125,Someone is pouring oil into a skillet.,Someone is pouring milk into a blender.,0
564,1126,1127,A small kitten is playing a ball.,A kitten is playing with a ball.,1
565,1128,1129,A man is playing a guitar.,A woman is playing a flute.,0
566,1130,1131,A girl is playing a violin.,A girl is playing a flute.,0
567,1132,1133,A man is playing two pianos.,A cat is playing a piano.,0
568,1134,1135,A man is exercising.,A girl is exercising.,0
